DATED,ACCC_NO,CLASS_NO,BOOK_NO,AUTHOR_1,AUTHOR_2,TITLE,PUBLISHER_NAME,PLACE,COLLN_TYPE,TYPE_OF_MATERIAL,YEAR,EDITION,PG_COUNT,ILLUST,BK_SIZE,ISBN,LANGUAGE,SCRIPT_USED,TRANSLATED,SUBJECT_HEAD,PHY_MED,PRICE,TYPE_OF_BINDING,DOC_NO,SERIES_NAME,ISSN_NO,VOL_NO,PEGINATION,TITLE_VOLUME,ENTRY_ELEMENT,OTHER_NAME,ADDRESS,COUNTRY,BIBLIO_GRAPHY,MEETING_NAME,COUNTTRY_MEETING,PLACE_MEETING,DATE_MEETING,NUMBER_MEETING,KEY,ISSUE,CUR,FCUR,REMARKS,WRITTENOFF,NOOFCOPIES,EDITOR,BK_INFO,ISSUED,COND_BOOK,AVAILABILITY,NEW_CLASS_NO,ORDER_NO,WITH_MEDIA,REFERENCE,BK_BINDING,EDITOR_TYPE,DISC_PR,ACTUAL_PR,SNO,ACCREGDATE,ALMIRAH_NO,SHELF_NO,ISS,ACCCC_NO,HINDI
2019-06-01,400,0,0,SUMITRANANDAN PANT,SWARN DHULI-SUMITRANANDAN PANT,SWARN DHULI,RAMRAJYA PRAKASHAN LUCKNOW,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,403,0,0,"PANDEY,ASHOK KUMAR","ANUMURTIYO KA DHARATAL-PANDEY,ASHOK KUMAR",ANUMURTIYO KA DHARATAL,ABHISHEK PRAKASHAN LUCKNOW,,,,2005,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,415,0,0,RAJKAMAL PRAKASHAN,JAISHANKER PRASAD PRATINIDHI KAVITAE-RAJKAMAL PRAKASHAN,JAISHANKER PRASAD PRATINIDHI KAVITAE,RAJKAMAL PRAKASHAN DELHI,,,,2012,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,419,0,0,SUMITRANANDAN PANT,SWARN DHULI-SUMITRANANDAN PANT,SWARN DHULI,BHARTIYA BHANDAAR PRAYAG,,,,2004,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,421,0,0,"JAIRAMAN,P.","EK CHHAND CHAAR HASTAKCHAR-JAIRAMAN,P.",EK CHHAND CHAAR HASTAKCHAR,HINDI PRACHAR SABHA MATHURA,,,,1972,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,426,0,0,SUMITRANANDAN PANT,CHITAMBARA-SUMITRANANDAN PANT,CHITAMBARA,RAJKAMAL PRAKASHAN DELHI,,,,1966,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,433,0,0,"MAZOOMDAR,LEELA (SAMPADAK)","RAVINDRANATH KA BAAL SAHITYA BHAAG-1-MAZOOMDAR,LEELA (SAMPADAK)",RAVINDRANATH KA BAAL SAHITYA BHAAG-1,SAHITYA ACADEMY DELHI,,,,1997,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,435,0,0,"GUPT,MATHILISHARAN","SAKET-GUPT,MATHILISHARAN",SAKET,SANGEET SADAN JHANSHI,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,439,0,0,"KHARE,RAMSWAROOP","SHATMANYU-KHARE,RAMSWAROOP",SHATMANYU,HINDI PRACHAR SABHA MATHURA,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,444,0,0,JAISHANKER PRASAD,KAMAYANI-JAISHANKER PRASAD,KAMAYANI,PRASAD PRAKASHAN VARANASI,,,,1983,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,446,0,0,"MAACHVE,PRABHAKAR (SAMPADAK)","ADARSH KAVYA SANGRAH-MAACHVE,PRABHAKAR (SAMPADAK)",ADARSH KAVYA SANGRAH,ALLIED PUBLISHERS MUMBAI,,,,1970,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,457,0,0,SUBHAS NIKH,-SUBHAS NIKH,,SANYUKT PRAKASHAN DELHI,,,,1979,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,463,0,0,"DINKAR,RAMDHARI SINGH","KURUKCHETRA -DINKAR,RAMDHARI SINGH",KURUKCHETRA,RAJPAL AND SONS DELHI,,,,1989,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,471,0,0,"HITAISHI,NANDAL","DO PIDHIYOON KA ABHIYAAN-HITAISHI,NANDAL",DO PIDHIYOON KA ABHIYAAN,SAHITYALOCHANM ALLAHABAD,,,,1986,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,474,0,0,CHAMANLAL (SAMPADAK),SHAHEED BHAGAT SINGH-CHAMANLAL (SAMPADAK),SHAHEED BHAGAT SINGH,PRAKASHAN VIBHAG BHARAT SARKAR DELHI,,,,2007,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,479,0,0,"DWEVEDI ,SHANTNU VIHARI","SATYA PREMI HARISHCHANDRA-DWEVEDI ,SHANTNU VIHARI",SATYA PREMI HARISHCHANDRA,GEETA PRESS GORAKHPUR,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,480,0,0,"BHARTI,DHARMVEER","THELE PER HIMALAYA-BHARTI,DHARMVEER",THELE PER HIMALAYA,BHARTIYE GYAN PEETH DELHI,,,,1976,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,485,0,0,LOK BHARTI PRAKASHAN,SMRITI KI REKHAE-MAHADEVI VERMA-LOK BHARTI PRAKASHAN,SMRITI KI REKHAE-MAHADEVI VERMA,LOK BHARTI PRAKASHAN ALLAHABAD,,,,2012,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,494,0,0,VINOD,JAWAHARLAL NEHRU-VINOD,JAWAHARLAL NEHRU,SHIKSHA BHARTI DELHI,,,,1993,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,505,0,0,,DHURUSWAMI-,DHURUSWAMI,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,507,0,0,"TRIPATHI,RAMNARESH(SAMPADAK)","JAYANT-NATAK-TRIPATHI,RAMNARESH(SAMPADAK)",JAYANT-NATAK,HINDI MANDIR SULTANPUR,,,,1980,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,509,0,0,DIAMOND POCKET BOOKS,SKANDGUPT-JAISHANKER PRASAD-DIAMOND POCKET BOOKS,SKANDGUPT-JAISHANKER PRASAD,DIAMOND POCKET BOOKS DELHI,,,,1988,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,515,0,0,"BHATTACHARYA,SACHINANDA","BHARTIYE ITIHAAS KOSH-BHATTACHARYA,SACHINANDA",BHARTIYE ITIHAAS KOSH,HINDI SANSTHAN U.P.,,,,2001,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,518,0,0,BHAGWATI LAL,UJJYINI AUR MAHAKAAL-BHAGWATI LAL,UJJYINI AUR MAHAKAAL,PRACHYA NIKETAN UJJAIN,,,,1992,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,521,0,0,DAVES COLLIN,HISTORICAL ATLES OF THE INDIAN PENISULA-DAVES COLLIN,HISTORICAL ATLES OF THE INDIAN PENISULA,OXFORD UNIVERSITY PRESS,,,,1959,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,526,0,0,"TRILOK,UMA (SAMPADAK)","KHATO KA SAFERNAMA-AMRATAPRITAM AUR IMROZ-TRILOK,UMA (SAMPADAK)",KHATO KA SAFERNAMA-AMRATAPRITAM AUR IMROZ,HIND POCKET BOOKS DELHI,,,,2011,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,529,0,0,SUCHNA AVOM JANSAMPARK VIBHAG U.P.,NAYA DAUR (AVADH ANK)-SUCHNA AVOM JANSAMPARK VIBHAG U.P.,NAYA DAUR (AVADH ANK),SUCHNA AVOM JANSAMPARK VIBHAG U.P.,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,530,0,0,SHIV KHEDA,JEET AAPKI-SHIV KHEDA,JEET AAPKI,PHOOL CIRCLE DELHI,,,,2000,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,533,0,0,"SINGH,RAMLAKHAN","DUDHWA RASHTRIYA UDDHYAN-SINGH,RAMLAKHAN",DUDHWA RASHTRIYA UDDHYAN,BISON SINGH MAHENDRA PAL SINGH DEHRADUN,,,,2003,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,535,0,0,OJHA GAURISHANKER HIRACHAND,UDAIPUR RAJYA KA ITIHAAS - PRATHAM KHAND-OJHA GAURISHANKER HIRACHAND,UDAIPUR RAJYA KA ITIHAAS - PRATHAM KHAND,RAJASTHANI GRANTHGAAR JODHPUR,,,,1997,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,541,0,0,LOKBHARTI PRAKASHAN,RASHMIRATHI-RAMDHARI SINGH DINKAR-LOKBHARTI PRAKASHAN,RASHMIRATHI-RAMDHARI SINGH DINKAR,"LOKBHARTI,ALLAHABAD",,,,1995,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,547,0,0,"VANG,ABHAY","HRIDAY ROG SE MUKTI-ATMKATHA-VANG,ABHAY",HRIDAY ROG SE MUKTI-ATMKATHA,"RAJKAMAL,DELHI",,,,2013,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,552,0,0,"SHAHI,SHASHIKALA","GHARELOO BAGWANI KAISE KAREIN-SHAHI,SHASHIKALA",GHARELOO BAGWANI KAISE KAREIN,"DIAMOND POCKET BOOKS,DELHI",,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,556,0,0,"SHANKDHAR,N.K.","MADHUMEH-SHANKDHAR,N.K.",MADHUMEH,"L.K.DIABETIC CENTRE,LUCKNOW",,,,1990,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,559,0,0,"PANDEY,RAMTEJ","NAARI DHARMSHASHTRA-PANDEY,RAMTEJ",NAARI DHARMSHASHTRA,BHARGAVA PUSTAKALAYA BANARAS,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,564,0,0,"GARG,S.K.","PHOOL AUR TARKARIYON KA SARAKSHAN-GARG,S.K.",PHOOL AUR TARKARIYON KA SARAKSHAN,"KADAMBANI,DELHI",,,,1995,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,567,0,0,NEETA PRAKASHAN,SANSKRIT SAURABH BHAG-2-NEETA PRAKASHAN,SANSKRIT SAURABH BHAG-2,NEETA PRAKASHN,,,,1993,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,572,0,0,"BHARDWAJ,VANMALI","MILIND MITRAM-BHARDWAJ,VANMALI",MILIND MITRAM,"HINDI PRACHAR SABHA,MATHURA",,,,1964,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,578,0,0,"DHARMRAKSHIT,BHIKSHU","KALAM GANTANTRA KA KESHPUTRA-DHARMRAKSHIT,BHIKSHU",KALAM GANTANTRA KA KESHPUTRA,"BHIKSHU SUGTANAND,PRATAPGARH",,,,1969,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,584,0,0,AYODHYA SHODH SANSTHAN,SAKSHI-DESH KI PARAMPARIK LOK SHAILIYON MEIN RAM KATHA PAR EKARG-AYODHYA SHODH SANSTHAN,SAKSHI-DESH KI PARAMPARIK LOK SHAILIYON MEIN RAM KATHA PAR EKARG,"AYODHYA SHODH SANSTHAN,FAIZABAD",,,,2009,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,587,0,0,CHATUR  ACHARYA,DEVANGANA-CHATUR  ACHARYA,DEVANGANA,RAJPAL PRAKASHAN DELHI,,,,2017,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,588,0,0,"VERMA,BHAGWATICHARAN","MERI PRIY KAHANIYA-VERMA,BHAGWATICHARAN",MERI PRIY KAHANIYA,RAJPAL PRAKASHAN DELHI,,,,2012,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,602,0,0,"PANDEY,SHYAMNARAYAN","HALDI GHATI-PANDEY,SHYAMNARAYAN",HALDI GHATI,INDIAN PRESS ALLAHABAD,,,,1992,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,610,0,0,SWAMI AKHANDANAND SARASWATI,SATI DROWPADI-SWAMI AKHANDANAND SARASWATI,SATI DROWPADI,"GEETA PRESS,GORAKHPUR",,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,615,0,0,GAUTAM CHAMANLAL (SAMPADAK),PODASH SANSKAR PADDHATI-GAUTAM CHAMANLAL (SAMPADAK),PODASH SANSKAR PADDHATI,SANSKRIT SANSTHAN BARELLY,,,,2010,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,618,0,0,"TRIPATHI,SHREEPRAKASH MANI","SAMKALEEN RAJNITIK CHINTAN-TRIPATHI,SHREEPRAKASH MANI",SAMKALEEN RAJNITIK CHINTAN,PRATYUSH PUBLICATION DELHI,,,,2013,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,622,0,0,"U.P.SHAHSHAN,VITT VIBHAG","SEVA NIVRATTI LABH AVOM PARIVARIK PENSION YOJNA NIYAM ADHESH SANKALAN-U.P.SHAHSHAN,VITT VIBHAG",SEVA NIVRATTI LABH AVOM PARIVARIK PENSION YOJNA NIYAM ADHESH SANKALAN,U.P.SHAHSHAN,,,,1993,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,623,0,0,"MISHRA,TRINATH","POLICE NIYUKTI SIDDHANT AVOM VYAVHAR-MISHRA,TRINATH",POLICE NIYUKTI SIDDHANT AVOM VYAVHAR,POLICE TRAINNING COLLEGE MURADABAD,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,631,0,0,SURESH KANT,VISHWA PRASHID KAHANIYAAN-SURESH KANT,VISHWA PRASHID KAHANIYAAN,GRANTH ACADEMY DELHI,,,,1986,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,635,0,0,"WELLS,H.G.","THE INVISBLE MAN-WELLS,H.G.",THE INVISBLE MAN,VIKAS PUB.HOUSE,,,,1998,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,642,0,0,"ASTHANA,B.P.(ED)","SELECTED EASSYS FROM SPECTATOR-ASTHANA,B.P.(ED)",SELECTED EASSYS FROM SPECTATOR,SAHITY BHANDAR MEERUT,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,646,0,0,TRILOK NATH,THE POLICE PROBLEM-TRILOK NATH,THE POLICE PROBLEM,VISION BOOKS N.D.,,,,1983,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,647,0,0,"ROBERT,G.D","SHANTARAM-ROBERT,G.D",SHANTARAM,ABACUS LONDAN,,,,2003,,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,650,0,0,"PANKAV,YU","POLITICAL TERRORISM AN INDICTMENT OF IMPERCALISM-PANKAV,YU",POLITICAL TERRORISM AN INDICTMENT OF IMPERCALISM,PROGRESSPUB MASCOV,,,,1983,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,653,0,0,HARWARD PETER,MISTAKES TO AVOID IN ENGLISH-HARWARD PETER,MISTAKES TO AVOID IN ENGLISH,ORINT LONGMAN,,,,2001,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,655,0,0,HARWARD PETER,PERFECT YOUR PUNCTUATION-HARWARD PETER,PERFECT YOUR PUNCTUATION,ORINT LONGMAN,,,,2004,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,657,0,0,SWAMI SIVANAND,THOUGHT POWER-SWAMI SIVANAND,THOUGHT POWER,DEVINE LIFE SOCIETY TEHRIGARWAL,,,,2002,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,659,0,0,CAPTAIN MARRYAT,MASTERMAN READY-CAPTAIN MARRYAT,MASTERMAN READY,BLOOMSBURY BOOKS,,,,1994,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,662,0,0,"WORD,A.C. ED.","CANDIDA BY BERNARD SHOW-WORD,A.C. ED.",CANDIDA BY BERNARD SHOW,ORINT LONGMAN,,,,1975,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,668,0,0,PANDIT VIVEK,BY MISTAKE-PANDIT VIVEK,BY MISTAKE,NAIL ROAD LUCK,,,,2012,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,669,0,0,BOND RUSKIN,A GATHERRING OF FRIENDS-BOND RUSKIN,A GATHERRING OF FRIENDS,A LOT BOOK COMPANY N.D,,,,2015,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,672,0,0,BONSON G.R.,ABRAHAM LINCOLAN -A COMPLETE BIOGRAPHY-BONSON G.R.,ABRAHAM LINCOLAN -A COMPLETE BIOGRAPHY,LEXICON BOOK DELHI,,,,2009,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,673,0,0,LAWE NORMAN,MASTERING MODERN WORLD HISTORY-LAWE NORMAN,MASTERING MODERN WORLD HISTORY,MACMILLAN INDIA DELHI,,,,2000,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,680,0,0,"NICHOLSON,JOYCE","SMASH HIT PARTY GAMES-NICHOLSON,JOYCE",SMASH HIT PARTY GAMES,CLARION,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,682,0,0,"BHAGAT,CHETAN","THE THREE MISTAKES OF MY LIFE-BHAGAT,CHETAN",THE THREE MISTAKES OF MY LIFE,RUPA PUBLICATION NEW DELHI,,,,2008,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,685,0,0,"AGARWAL,U.C ED.","THE INDIAN JOURNAL OF PUBLIC ADMINISTRATION-AGARWAL,U.C ED.",THE INDIAN JOURNAL OF PUBLIC ADMINISTRATION,INDIAN JOURNAL PUB.ADMIN.NEW DELHI,,,,2003,,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,686,0,0,READER DIGEST,FAMILY WORD FINDER-READER DIGEST,FAMILY WORD FINDER,READER DIGEST CANADA,,,,1975,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,689,0,0,"RAMESON,N.","THE TERUMALA TEMPLE-RAMESON,N.",THE TERUMALA TEMPLE,TIRUMALA TRIPATI DEVAS THANAMS,,,,2004,,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,693,0,0,"EPLEY,NICHOLAS","MIND WISE-EPLEY,NICHOLAS",MIND WISE,PENGUIN BOOKS N.D.,,,,2014,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,694,0,0,JASWANT SINGH,JINNAH - INDIA-PARTITION-INDEPENDENCE-JASWANT SINGH,JINNAH - INDIA-PARTITION-INDEPENDENCE,RUPA PUBLICATION NEW DELHI,,,,2009,,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,701,0,0,ABID HUSSAIN.S,THE NATIONAL CALTURE OF INDIA-ABID HUSSAIN.S,THE NATIONAL CALTURE OF INDIA,NATIONAL BOOK TRUST N.D,,,,2005,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,703,0,0,VASUDEV UMA,TWO FACES OF INDIRA GANDHI-VASUDEV UMA,TWO FACES OF INDIRA GANDHI,VIKAS PUB.HOUSE,,,,1977,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,707,0,0,"DARIAN,STEVEN G.","THE GANGAS IN MYTH AND HISTORY-DARIAN,STEVEN G.",THE GANGAS IN MYTH AND HISTORY,UNIVERSITY PRESS HAWAI,,,,1979,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,709,0,0,MAHADEV VIDHYA DHAR,THE NATIONALIST MIVEMENT IN INDIA-MAHADEV VIDHYA DHAR,THE NATIONALIST MIVEMENT IN INDIA,STERLING PUBS NEW DELHI,,,,1976,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,713,0,0,MATHAI.M.O.,REMINISCENCAS OF NEHRU AGE-MATHAI.M.O.,REMINISCENCAS OF NEHRU AGE,VIKAS PUB.HOUSE,,,,1978,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,715,0,0,"SMITH, VINCANT A","THE OXFORD HISTORY OF INDIA-SMITH, VINCANT A",THE OXFORD HISTORY OF INDIA,OXFORD UNIVERSITY PRESS,,,,1974,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,732,0,0,SINGH DHANANJAYA,THE HOUSE OF MARWAR-SINGH DHANANJAYA,THE HOUSE OF MARWAR,LOTUS COLLECTION NEW DELHI,,,,1996,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,736,0,0,CHAUDHARI. NIRAD C.,THE AUTOBIOGRAPHY OF UNKNOWN INDIAN-CHAUDHARI. NIRAD C.,THE AUTOBIOGRAPHY OF UNKNOWN INDIAN,JAICO PUB HOUSE DELHI,,,,1997,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,739,0,0,"DALRUMPLE , WILLIAM","CITY OF DJINNS : A YEAR IN DELHI-DALRUMPLE , WILLIAM",CITY OF DJINNS : A YEAR IN DELHI,PENGUIN BOOKS N.D.,,,,1993,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,741,0,0,EVANS IFORE,A SHORT HISTORY OF ENGLISH LITETURE-EVANS IFORE,A SHORT HISTORY OF ENGLISH LITETURE,PENGUIN BOOKS N.D.,,,,1970,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,748,0,0,DODELLI ROLF,THE ART OF THINKING CLEARLY-DODELLI ROLF,THE ART OF THINKING CLEARLY,HODDLER AND STOUGHTAS LONDAN,,,,2013,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,755,0,0,TURGENER I.S.,THREE SHORT NOVELS-TURGENER I.S.,THREE SHORT NOVELS,FOREPH LANGUAGE PUB.HOUSE MOSCOV,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,760,0,0,MACLEAN ALISTAIR,WHERE EAQLA DARE-MACLEAN ALISTAIR,WHERE EAQLA DARE,HARPER COLLINS INDIA,,,,2004,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,764,0,0,"NAPOLIAN,HILL","THINK AND GROW RICH-NAPOLIAN,HILL",THINK AND GROW RICH,D.B.TARAPOREVALU AND SONS BOMBEY,,,,1970,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
